timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_base,taker_quote,ignore
2024-12-31 21:00:00,702.51,703.6,701.9,702.2,1066.331,1735679699999,749441.81256000,4363,660.71600000,464408.02532000,0
2024-12-31 21:15:00,702.2,702.7,701.36,701.88,821.333,1735680599999,576585.63413000,3309,397.08500000,278763.95846000,0
2024-12-31 21:30:00,701.88,703.4,701.7,702.79,1186.567,1735681499999,833624.06647000,3139,383.22000000,269241.37023000,0
2024-12-31 21:45:00,702.79,703.0,702.1,702.8,710.344,1735682399999,499052.68985000,2673,407.88000000,286554.96483000,0
2024-12-31 22:00:00,702.81,702.81,700.39,701.5,4538.512,1735683299999,3180464.87802000,4622,3000.26800000,2102296.67437000,0
2024-12-31 22:15:00,701.5,701.6,699.84,701.09,7632.002,1735684199999,5345101.76373000,4803,3588.07600000,2512376.14449000,0
2024-12-31 22:30:00,701.09,701.6,700.03,701.49,595.618,1735685099999,417409.79318000,3426,278.92900000,195453.36440000,0
2024-12-31 22:45:00,701.5,702.1,699.72,701.07,2111.725,1735685999999,1480008.32484000,3969,819.11700000,574336.14401000,0
2024-12-31 23:00:00,701.07,701.99,699.84,701.75,1319.868,1735686899999,924903.71331000,4618,560.67800000,392883.96707000,0
2024-12-31 23:15:00,701.75,701.75,700.0,701.02,1152.048,1735687799999,807227.30285000,5039,321.25900000,225091.17061000,0
2024-12-31 23:30:00,701.03,701.08,699.39,700.9,1193.488,1735688699999,835462.77295000,4050,632.37500000,442731.42578000,0
2024-12-31 23:45:00,700.9,702.69,700.9,702.3,1110.186,1735689599999,779546.73048000,3151,651.93700000,457725.49393000,0
2025-01-01 00:00:00,702.31,704.13,701.46,704.01,1238.006,1735690499999,870245.16744000,6065,607.48900000,427074.04320000,0
2025-01-01 00:15:00,704.01,704.64,703.91,704.63,647.302,1735691399999,455872.08665000,3680,356.36000000,250985.74655000,0
2025-01-01 00:30:00,704.63,706.49,704.59,706.21,1275.125,1735692299999,899759.92148000,5506,709.06900000,500322.25048000,0
2025-01-01 00:45:00,706.21,711.5,705.9,709.12,6064.538,1735693199999,4298019.88175000,8856,4959.89800000,3515788.10058000,0
2025-01-01 01:00:00,709.11,709.25,707.12,708.8,988.834,1735694099999,700303.76330000,4082,410.04400000,290447.00842000,0
2025-01-01 01:15:00,708.8,708.8,707.6,708.1,1232.577,1735694999999,872909.21232000,4543,658.91300000,466643.06286000,0
2025-01-01 01:30:00,708.11,710.84,708.03,709.99,2551.007,1735695899999,1811146.19362000,4689,1135.61000000,805975.95855000,0
2025-01-01 01:45:00,709.99,710.81,708.2,708.35,2358.654,1735696799999,1674648.87775000,5856,1363.80200000,968444.95354000,0
2025-01-01 02:00:00,708.35,709.3,708.13,709.29,608.226,1735697699999,431034.38467000,3631,308.82800000,218851.74681000,0
2025-01-01 02:15:00,709.3,710.97,708.96,710.1,2342.257,1735698599999,1663110.78115000,5935,1238.65300000,879582.03805000,0
2025-01-01 02:30:00,710.1,710.5,709.07,709.87,1326.013,1735699499999,941125.02146000,3741,682.72700000,484603.21727000,0
2025-01-01 02:45:00,709.88,710.29,708.99,709.54,1395.876,1735700399999,990259.17881000,3949,711.31600000,504587.94544000,0
2025-01-01 03:00:00,709.55,710.1,708.11,708.82,1448.618,1735701299999,1027038.67616000,3011,604.83100000,429093.24448000,0
2025-01-01 03:15:00,708.82,708.82,706.1,706.12,3059.035,1735702199999,2163988.29990000,5968,1288.90500000,911771.94427000,0
2025-01-01 03:30:00,706.12,706.88,705.85,706.32,667.546,1735703099999,471488.71055000,3099,307.19400000,216977.25697000,0
2025-01-01 03:45:00,706.31,706.75,705.25,705.58,636.497,1735703999999,449241.27566000,2559,260.48400000,183829.31834000,0
2025-01-01 04:00:00,705.58,705.91,704.71,705.1,761.213,1735704899999,536963.15609000,3963,423.75300000,298950.79754000,0
2025-01-01 04:15:00,705.1,705.49,704.32,705.1,670.759,1735705799999,472914.35330000,3174,314.43700000,221677.31641000,0
2025-01-01 04:30:00,705.1,705.7,704.75,704.8,552.601,1735706699999,389636.88135000,3084,297.90700000,210047.21007000,0
2025-01-01 04:45:00,704.8,705.9,704.49,704.77,551.087,1735707599999,388621.01753000,2946,308.01200000,217196.46202000,0
2025-01-01 05:00:00,704.77,705.36,704.5,704.81,537.319,1735708499999,378751.15618000,3520,332.35200000,234271.37423000,0
2025-01-01 05:15:00,704.81,706.16,704.51,705.99,450.221,1735709399999,317569.57357000,3604,224.55400000,158377.05746000,0
2025-01-01 05:30:00,706.0,706.13,704.66,705.5,1246.712,1735710299999,879018.94100000,2679,862.10100000,607701.58219000,0
2025-01-01 05:45:00,705.5,706.0,705.34,705.58,418.775,1735711199999,295496.84605000,2492,194.76700000,137427.50388000,0
2025-01-01 06:00:00,705.57,706.44,704.84,705.4,907.151,1735712099999,640011.39385000,3134,375.84200000,265177.61354000,0
2025-01-01 06:15:00,705.39,706.6,705.39,706.4,569.438,1735712999999,401974.92680000,2220,350.53200000,247479.06556000,0
2025-01-01 06:30:00,706.41,706.47,704.8,705.85,545.918,1735713899999,385185.79638000,2671,183.11800000,129191.20848000,0
2025-01-01 06:45:00,705.85,706.6,705.33,706.59,532.228,1735714799999,375631.66903000,1975,293.30000000,206971.23928000,0
2025-01-01 07:00:00,706.6,706.6,704.87,705.12,1008.89,1735715699999,712077.16070000,2369,248.71600000,175492.46133000,0
2025-01-01 07:15:00,705.11,705.2,704.2,704.24,753.247,1735716599999,530827.69063000,2911,214.89300000,151441.19576000,0
2025-01-01 07:30:00,704.24,704.65,703.58,703.83,1168.562,1735717499999,822726.62334000,4268,409.44200000,288289.14024000,0
2025-01-01 07:45:00,703.82,704.67,703.49,703.75,884.937,1735718399999,622967.23659000,3168,498.69600000,351074.95118000,0
2025-01-01 08:00:00,703.75,704.48,703.55,703.95,696.465,1735719299999,490272.35697000,3255,355.91600000,250560.07216000,0
2025-01-01 08:15:00,703.96,704.0,702.12,702.93,856.581,1735720199999,602158.97043000,4654,343.70400000,241616.32302000,0
2025-01-01 08:30:00,702.93,704.2,702.76,703.58,1753.533,1735721099999,1234123.43978000,4044,826.42200000,581589.24506000,0
2025-01-01 08:45:00,703.59,703.71,702.5,703.06,2306.411,1735721999999,1621362.18902000,5160,1100.49800000,773684.18288000,0
2025-01-01 09:00:00,703.06,704.89,702.4,703.36,1484.566,1735722899999,1044579.24053000,7543,616.78100000,434020.66825000,0
2025-01-01 09:15:00,703.35,703.36,700.57,701.79,2616.632,1735723799999,1835584.01754000,8078,1050.36200000,736891.23273000,0
2025-01-01 09:30:00,701.8,703.41,700.3,701.48,1538.858,1735724699999,1080071.15825000,5697,743.80400000,522096.08691000,0
2025-01-01 09:45:00,701.49,703.8,700.77,703.73,1321.729,1735725599999,928059.72352000,5336,910.17300000,639011.13271000,0
2025-01-01 10:00:00,703.74,704.79,702.48,703.4,2581.091,1735726499999,1816553.74972000,6626,1284.98400000,904603.82926000,0
2025-01-01 10:15:00,703.4,705.5,703.08,705.36,1201.823,1735727399999,846790.26907000,4366,737.45200000,519566.08617000,0
2025-01-01 10:30:00,705.36,708.59,705.3,706.82,2665.513,1735728299999,1885508.95373000,10029,1335.28600000,944555.23384000,0
2025-01-01 10:45:00,706.82,707.63,706.71,707.23,2229.501,1735729199999,1576674.50730000,5682,891.84100000,630767.52227000,0
2025-01-01 11:00:00,707.22,708.76,706.41,708.09,2084.563,1735730099999,1475500.74227000,7355,1138.02200000,805431.37944000,0
2025-01-01 11:15:00,708.1,708.86,707.31,708.75,1757.602,1735730999999,1244833.01647000,6606,739.08300000,523456.87443000,0
2025-01-01 11:30:00,708.76,709.16,708.07,708.62,1337.833,1735731899999,948110.85223000,6035,822.24500000,582726.05750000,0
2025-01-01 11:45:00,708.63,709.31,707.27,707.57,743.802,1735732799999,526722.24563000,4543,351.19500000,248708.13681000,0
2025-01-01 12:00:00,707.57,708.26,706.5,706.6,1341.916,1735733699999,949191.27111000,4237,623.42000000,440928.27745000,0
2025-01-01 12:15:00,706.61,707.79,706.53,706.9,1458.479,1735734599999,1031251.95334000,4200,1019.16800000,720571.04744000,0
2025-01-01 12:30:00,706.91,707.67,706.76,707.05,718.04,1735735499999,507742.16561000,3780,402.76400000,284811.38819000,0
2025-01-01 12:45:00,707.05,707.05,705.97,706.29,1085.869,1735736399999,766994.52468000,3257,664.01600000,468975.33589000,0
2025-01-01 13:00:00,706.29,708.4,706.11,706.76,2656.291,1735737299999,1877593.05627000,6381,1642.33100000,1160733.27717000,0
2025-01-01 13:15:00,706.76,709.5,706.3,709.43,2973.047,1735738199999,2103800.02638000,6878,1658.16400000,1173117.31890000,0
2025-01-01 13:30:00,709.43,710.3,708.69,709.03,2777.953,1735739099999,1971626.79115000,7086,1387.64500000,984979.43615000,0
2025-01-01 13:45:00,709.02,710.4,708.57,710.22,1433.216,1735739999999,1017200.26178000,3921,951.91100000,675639.47092000,0
2025-01-01 14:00:00,710.22,710.5,708.34,708.82,3457.842,1735740899999,2452817.90868000,9925,1426.81000000,1012203.95613000,0
2025-01-01 14:15:00,708.82,709.2,706.99,707.26,2519.153,1735741799999,1783827.04134000,5532,932.29500000,660278.14589000,0
2025-01-01 14:30:00,707.27,707.8,705.95,707.3,2016.876,1735742699999,1425893.80761000,8847,956.22000000,676065.10274000,0
2025-01-01 14:45:00,707.3,708.72,706.52,708.02,1594.683,1735743599999,1128372.36037000,4182,820.66100000,580789.47447000,0
