timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_base,taker_quote,ignore
2024-11-24 21:00:00,96826.48,96844.0,96591.17,96712.4,397.97929,1732483799999,38488744.84357430,54731,229.04786000,22151246.60545760,0
2024-11-24 21:30:00,96712.41,96997.32,96652.02,96974.89,387.69922,1732485599999,37540096.88043310,45632,258.97598000,25074298.67182900,0
2024-11-24 22:00:00,96974.89,97801.49,96974.89,97560.0,848.87937,1732487399999,82708828.34542540,99707,443.82763000,43222575.69159730,0
2024-11-24 22:30:00,97560.0,98000.0,97334.78,97999.99,650.82689,1732489199999,63540091.15724430,77663,320.23633000,31269453.08259250,0
2024-11-24 23:00:00,97999.99,98369.46,97918.6,97992.01,1069.95113,1732490999999,105022541.66046480,122751,654.98298000,64294259.52095850,0
2024-11-24 23:30:00,97992.01,98041.14,97531.0,97900.04,902.67942,1732492799999,88261594.33348370,138615,447.49873000,43756508.29613750,0
2024-11-25 00:00:00,97900.05,97968.58,97624.0,97624.0,548.80972,1732494599999,53681416.32608030,123947,203.49123000,19903222.69460230,0
2024-11-25 00:30:00,97624.01,98050.0,97518.28,97714.28,490.08888,1732496399999,47928303.90812070,115957,246.50821000,24110730.09371740,0
2024-11-25 01:00:00,97714.28,97840.0,96888.0,97081.61,778.094,1732498199999,75762137.56229230,224287,333.62686000,32480158.23414020,0
2024-11-25 01:30:00,97081.62,97325.59,96914.21,97205.23,585.24377,1732499999999,56846547.45335120,184066,287.88906000,27961109.16150460,0
2024-11-25 02:00:00,97205.22,97714.28,97202.53,97594.01,392.02967,1732501799999,38221801.15988110,108845,206.57733000,20140513.31890370,0
2024-11-25 02:30:00,97594.02,97680.0,97297.36,97368.63,380.5485,1732503599999,37104138.70644010,101349,167.54127000,16335202.38612480,0
2024-11-25 03:00:00,97368.62,97785.0,97339.16,97626.17,328.50832,1732505399999,32051597.20039760,85412,187.85178000,18324443.31960470,0
2024-11-25 03:30:00,97626.18,97898.81,97529.74,97898.8,334.9405,1732507199999,32746390.19317090,86473,206.75574000,20217389.39236770,0
2024-11-25 04:00:00,97898.81,98050.0,97644.0,97730.44,695.86549,1732508999999,68114357.87463230,114494,398.58488000,39024920.81899380,0
2024-11-25 04:30:00,97730.44,97806.24,97491.66,97800.0,412.68373,1732510799999,40320669.33451480,73535,131.76106000,12875137.70956510,0
2024-11-25 05:00:00,97799.99,98190.0,97776.39,98130.01,795.9903,1732512599999,78015633.40617130,96058,452.99722000,44406010.25043770,0
2024-11-25 05:30:00,98130.01,98239.43,98000.0,98082.69,626.10993,1732514399999,61418758.56576020,92053,291.28175000,28577155.27063290,0
2024-11-25 06:00:00,98082.69,98376.99,98055.2,98252.47,872.04221,1732516199999,85689375.19797580,96633,529.73826000,52056591.22866870,0
2024-11-25 06:30:00,98252.47,98288.0,98037.0,98082.86,445.03385,1732517999999,43687299.87108170,95296,167.42802000,16435398.31978880,0
2024-11-25 07:00:00,98082.87,98271.63,97900.0,98040.97,558.87557,1732519799999,54823266.68601200,83753,222.39001000,21818058.71788060,0
2024-11-25 07:30:00,98040.97,98095.66,97735.29,98047.34,824.11457,1732521599999,80700670.91572850,106358,375.26605000,36747300.51325210,0
2024-11-25 08:00:00,98047.34,98263.74,97850.0,98250.83,687.00029,1732523399999,67432303.31548140,138704,355.88328000,34935880.78870150,0
2024-11-25 08:30:00,98250.83,98292.0,98080.0,98217.77,428.52262,1732525199999,42084925.29911400,152688,206.79048000,20308183.14358570,0
2024-11-25 09:00:00,98217.77,98871.8,98205.0,98654.25,1313.58608,1732526999999,129492476.06684570,208572,785.38681000,77409561.21307080,0
2024-11-25 09:30:00,98654.24,98752.0,98420.21,98492.96,729.75504,1732528799999,71936208.19319060,102152,293.84725000,28964979.58451550,0
2024-11-25 10:00:00,98492.95,98680.94,98203.41,98340.48,624.47171,1732530599999,61458569.52177940,94732,226.42596000,22290917.48030990,0
2024-11-25 10:30:00,98340.47,98490.91,98220.01,98319.34,515.51507,1732532399999,50699999.95258780,105629,230.53367000,22671675.07079880,0
2024-11-25 11:00:00,98319.35,98553.9,98285.78,98479.99,452.84423,1732534199999,44562476.35420910,84638,194.70755000,19160538.85830570,0
2024-11-25 11:30:00,98480.0,98480.0,98031.11,98188.09,444.03625,1732535999999,43615958.67162420,104328,176.63364000,17345587.79414820,0
2024-11-25 12:00:00,98188.09,98313.08,97950.0,98023.08,481.33309,1732537799999,47221278.94564820,113173,205.56498000,20167331.43145130,0
2024-11-25 12:30:00,98023.07,98080.22,97850.0,97900.0,461.48856,1732539599999,45201447.34824130,107455,202.64476000,19846595.06208100,0
2024-11-25 13:00:00,97900.01,97929.7,97222.22,97636.01,1281.70344,1732541399999,124930668.66802590,231849,518.42687000,50519012.32204410,0
2024-11-25 13:30:00,97636.01,97828.58,97424.81,97468.3,722.17418,1732543199999,70509938.17145130,160999,287.95070000,28116459.21825040,0
2024-11-25 14:00:00,97468.29,97640.0,97107.21,97244.0,875.34193,1732544999999,85240233.69189840,187475,358.04409000,34866110.98607080,0
2024-11-25 14:30:00,97244.0,97365.25,95340.0,95385.49,3446.2962,1732546799999,332053732.96500850,503936,1202.21356000,115852313.18831980,0
2024-11-25 15:00:00,95385.5,96122.49,94525.0,96109.61,4859.55725,1732548599999,463310812.68986880,554264,2311.34023000,220480118.13141590,0
2024-11-25 15:30:00,96109.62,96488.95,95555.01,96000.56,2217.59366,1732550399999,213068530.54401910,305332,963.34174000,92559195.87050460,0
